cusip,assets_nis_1000s,assets_usd,assets_usd_mn
1107051.0,20279.0,5637753.68,5.64
1095702.0,702085.0,195186266.33,195.19
1099357.0,77635.0,21583263.83,21.58
1099225.0,40961.0,11387545.18,11.39
1114677.0,49227.0,13685571.31,13.69
1125715.0,86280.0,23986655.55,23.99
1126648.0,15364.0,4271337.23,4.27
1115542.0,158721.0,44125938.28,44.13
1118793.0,283180.0,78726716.71,78.73
1114891.0,281258.0,78192382.54,78.19
1130459.0,46532.0,12936335.84,12.94
1130624.0,151578.0,42140116.76,42.14
1095744.0,40766.0,11333333.33,11.33
1101823.0,114611.0,31862941.34,31.86
1116565.0,51771.0,14392827.36,14.39
1130954.0,40387.0,11227967.75,11.23
1129980.0,162753.0,45246872.39,45.25
1129873.0,452210.0,125718654.43,125.72
1131200.0,10002.0,2780650.54,2.78
1134352.0,8890.0,2471504.03,2.47
1135631.0,20813.0,5786210.73,5.79
1135649.0,120305.0,33445927.16,33.45
1095728.0,760241.0,211354184.04,211.35
1118777.0,238441.0,66288851.82,66.29
1099373.0,478669.0,133074506.53,133.07
1131085.0,3755.0,1043925.49,1.04
1127935.0,156950.0,43633583.54,43.63
1120971.0,282292.0,78479844.31,78.48
1095710.0,1458045.0,405350291.91,405.35
1118785.0,410756.0,114194050.6,114.19
1107556.0,556999.0,154850986.93,154.85
1130962.0,34968.0,9721434.53,9.72
1131093.0,60158.0,16724492.63,16.72
1108695.0,13548.0,3766472.06,3.77
1115476.0,34535.0,9601056.44,9.6
1095736.0,29414.0,8177370.03,8.18
1118728.0,114453.0,31819015.85,31.82
1118074.0,10319.0,2868779.54,2.87
1099381.0,14173.0,3940227.97,3.94
1117456.0,5354.0,1488462.61,1.49
1120443.0,5514.0,1532944.12,1.53
1115559.0,36144.0,10048373.64,10.05
1128297.0,29506.0,8202946.9,8.2
1122225.0,33257.0,9245760.36,9.25
1105402.0,19161.0,5326939.12,5.33
1118710.0,145063.0,40328885.18,40.33
1122647.0,120925.0,33618293.02,33.62
1135797.0,15868.0,4411453.99,4.41
1095751.0,318950.0,88671114.82,88.67
1131077.0,39979.0,11114539.89,11.11
1131069.0,57545.0,15998053.93,16.0
1132752.0,92084.0,25600222.41,25.6
1132760.0,21159.0,5882402.0,5.88
1132893.0,356825.0,99200722.82,99.2
1133669.0,214867.0,59735056.99,59.74
1134303.0,8791.0,2443981.1,2.44
1130442.0,168885.0,46951626.36,46.95
1134311.0,6120.0,1701417.85,1.7
1135078.0,59418.0,16518765.64,16.52
1135086.0,65327.0,18161523.49,18.16
1135102.0,6066.0,1686405.34,1.69
1135110.0,214292.0,59575201.56,59.58
1136027.0,80420.0,22357520.16,22.36
1136944.0,33945.0,9437030.86,9.44
1113521.0,77889.0,21653878.23,21.65
1097757.0,49233.0,13687239.37,13.69
1097765.0,32143.0,8936057.83,8.94
1108562.0,4489.0,1247984.43,1.25
1108547.0,233730.0,64979149.29,64.98
1107077.0,96997.0,26966082.85,26.97
1108570.0,32373.0,9000000.0,9.0
1109263.0,96934.0,26948568.25,26.95
1110816.0,24823.0,6901028.63,6.9
1110824.0,16813.0,4674172.92,4.67
1109313.0,69881.0,19427578.54,19.43
1107069.0,28744.0,7991103.7,7.99
1111681.0,407424.0,113267723.1,113.27
1108588.0,8271.0,2299416.18,2.3
1108596.0,321956.0,89506811.23,89.51
1110782.0,158501.0,44064776.2,44.06
1108554.0,108071.0,30044759.52,30.04
1110790.0,80295.0,22322768.97,22.32
1108539.0,62337.0,17330275.23,17.33
1110766.0,12762.0,3547956.63,3.55
1107564.0,54828.0,15242702.25,15.24
1102276.0,798141.0,221890742.29,221.89
1109370.0,600407.0,166918821.24,166.92
1107549.0,331636.0,92197942.73,92.2
1109354.0,331919.0,92276619.41,92.28
1109214.0,104147.0,28953850.43,28.95
1109362.0,1269880.0,353038643.31,353.04
1109222.0,564165.0,156843202.67,156.84
1116250.0,1304887.0,362770920.21,362.77
1116524.0,970066.0,269687517.38,269.69
1127802.0,152304.0,42341951.63,42.34
1128453.0,510461.0,141912983.04,141.91
1130301.0,222449.0,61842924.66,61.84
1132513.0,285753.0,79442035.03,79.44
1134634.0,80445.0,22364470.39,22.36
1106194.0,18362.0,5104809.56,5.1
1107036.0,12145.0,3376424.8,3.38
1113315.0,7171.0,1993605.78,1.99
1114909.0,6266.0,1742007.23,1.74
1114933.0,36083.0,10031415.07,10.03
1115831.0,6013.0,1671670.84,1.67
1115849.0,2604.0,723936.61,0.72
1115856.0,2224.0,618293.02,0.62
1116268.0,19170.0,5329441.2,5.33
1116540.0,38664.0,10748957.46,10.75
1119726.0,10526.0,2926327.5,2.93
1106202.0,28952.0,8048929.66,8.05
1107044.0,104278.0,28990269.67,28.99
1114917.0,5822.0,1618571.03,1.62
1114925.0,8139.0,2262718.93,2.26
1116557.0,39066.0,10860717.26,10.86
1121979.0,15240.0,4236864.05,4.24
1101849.0,15814.0,4396441.48,4.4
1116276.0,2651.0,737003.06,0.74
1126663.0,37389.0,10394495.41,10.39
1126689.0,11695.0,3251320.54,3.25
1114941.0,15310.0,4256324.72,4.26
1119122.0,16018.0,4453155.41,4.45
1129527.0,17888.0,4973033.08,4.97
1123694.0,617874.0,171774812.34,171.77
1129410.0,124749.0,34681401.17,34.68
1131929.0,5024.0,1396719.49,1.4
1131937.0,8101.0,2252154.57,2.25
1132935.0,22736.0,6320822.91,6.32
1135094.0,57874.0,16089519.04,16.09
1136092.0,5559.0,1545454.55,1.55
1136100.0,19815.0,5508757.3,5.51
1136191.0,11010.0,3060884.07,3.06
1134238.0,144677.0,40221573.53,40.22
1137660.0,15060.0,4186822.35,4.19
1137678.0,52282.0,14534890.19,14.53
1137686.0,120109.0,33391437.31,33.39
